route,points,first_period_label,first_source_sheet,first_date,first_speed,latest_period_label,latest_source_sheet,latest_date,latest_speed,prev_speed_full,abs_change_full,pct_change_full,base_period_label_1yr,base_source_sheet_1yr,base_date_1yr,prev_speed_1yr,abs_change_1yr,pct_change_1yr,base_period_label_5yr,base_source_sheet_5yr,base_date_5yr,prev_speed_5yr,abs_change_5yr,pct_change_5yr,base_period_label_10yr,base_source_sheet_10yr,base_date_10yr,prev_speed_10yr,abs_change_10yr,pct_change_10yr,include_in_map,flags
V170,8,P01/2020,2020-21,2020-04-01,7.3911599765295,P12/2021,2021-22,2022-02-03,6.78270576054691,7.3911599765295,-0.6084542159825901,-8.232188423937863,P12/2020,2020-21,2021-02-03,6.58060023549366,0.2021055250532502,3.0712323773013503,P01/2020,2020-21,2020-04-01,7.3911599765295,-0.6084542159825901,-8.232188423937863,P01/2020,2020-21,2020-04-01,7.3911599765295,-0.6084542159825901,-8.232188423937863,True,
398,168,P01/2013,2013-14,2013-04-01,10.878889752365785,P12/2025,2025-26,2026-02-03,9.982975090301768,10.878889752365785,-0.8959146620640173,-8.235350136434526,P12/2024,2024-25,2025-02-03,10.548959665379908,-0.56598457507814,-5.365311775109123,P12/2020,2020-21,2021-02-03,12.0557127904723,-2.072737700170533,-17.192991706045202,P12/2015,2015-16,2016-02-03,10.729490456728897,-0.7465153664271291,-6.957603154015196,True,
R2,168,P01/2013,2013-14,2013-04-01,15.308535261082516,P12/2025,2025-26,2026-02-03,14.043563767081327,15.308535261082516,-1.2649714940011894,-8.263177844434342,P12/2024,2024-25,2025-02-03,14.336085779652626,-0.2925220125712986,-2.0404594187520733,P12/2020,2020-21,2021-02-03,27.160457737339,-13.116893970257674,-48.29408287999928,P12/2015,2015-16,2016-02-03,15.313152358173827,-1.2695885910925,-8.290837584560578,True,
102,168,P01/2013,2013-14,2013-04-01,10.11376201870302,P13/2025,2025-26,2026-03-03,9.272742400572271,10.11376201870302,-0.8410196181307494,-8.315596279361545,P13/2024,2024-25,2025-03-03,9.663413656167922,-0.39067125559565063,-4.042787254028959,P13/2020,2020-21,2021-03-03,11.7674168267829,-2.4946744262106293,-21.19984753605987,P13/2015,2015-16,2016-03-02,9.977222245290324,-0.7044798447180529,-7.060881549978477,True,
60,168,P01/2013,2013-14,2013-04-01,9.959521620676115,P13/2025,2025-26,2026-03-03,9.129429969995837,9.959521620676115,-0.8300916506802789,-8.33465383474841,P13/2024,2024-25,2025-03-03,9.337164994634051,-0.20773502463821458,-2.2248190404431885,P13/2020,2020-21,2021-03-03,9.88532036390561,-0.7558903939097732,-7.646594810116271,P13/2015,2015-16,2016-03-02,9.979852135080392,-0.8504221650845558,-8.521390433183058,True,
55,168,P01/2013,2013-14,2013-04-01,7.645448108666735,P12/2025,2025-26,2026-02-03,7.006845013745247,7.645448108666735,-0.6386030949214883,-8.352722899231765,P12/2024,2024-25,2025-02-03,7.078610973495517,-0.07176595975027045,-1.0138424052258859,P12/2020,2020-21,2021-02-03,8.10732567697142,-1.1004806632261737,-13.573904726092984,P12/2015,2015-16,2016-02-03,7.338299123860237,-0.33145411011498993,-4.51677022863892,True,
85,168,P01/2013,2013-14,2013-04-01,10.900668145193857,P13/2025,2025-26,2026-03-03,9.989565298629914,10.900668145193857,-0.9111028465639421,-8.358229371156947,P13/2024,2024-25,2025-03-03,8.626448247234867,1.3631170513950472,15.801602378267122,P13/2020,2020-21,2021-03-03,11.5071600316214,-1.5175947329914852,-13.188264774463649,P13/2015,2015-16,2016-03-02,10.885845016102817,-0.8962797174729022,-8.233441833381665,True,
W15,168,P01/2013,2013-14,2013-04-01,9.074154054517468,P13/2025,2025-26,2026-03-03,8.307909003352563,9.074154054517468,-0.7662450511649048,-8.444258787775794,P13/2024,2024-25,2025-03-03,8.106201909603508,0.2017070937490555,2.4883058181673325,P13/2020,2020-21,2021-03-03,8.35037878330976,-0.04246977995719625,-0.5085970476223465,P13/2015,2015-16,2016-03-02,8.121113347383476,0.1867956559690871,2.300123738936243,True,
N285,168,P01/2013,2013-14,2013-04-01,17.58745323812013,P13/2025,2025-26,2026-03-03,16.097281728898903,17.58745323812013,-1.490171509221227,-8.472923788597985,P13/2024,2024-25,2025-03-03,15.676146290231278,0.4211354386676245,2.6864730072725753,P13/2020,2020-21,2021-03-03,17.9929385990707,-1.8956568701717984,-10.535560157303628,P13/2015,2015-16,2016-03-02,17.83671956698962,-1.7394378380907156,-9.752005303205472,True,
292,168,P01/2013,2013-14,2013-04-01,11.26503061230622,P13/2025,2025-26,2026-03-03,10.30409785835077,11.26503061230622,-0.9609327539554489,-8.530227631212119,P13/2024,2024-25,2025-03-03,10.34079552150087,-0.03669766315009859,-0.3548823983009411,P13/2020,2020-21,2021-03-03,10.4693721399346,-0.16527428158383017,-1.5786455899624043,P13/2015,2015-16,2016-03-02,10.67022285811059,-0.36612499975981905,-3.4312779088913046,True,
N68,168,P01/2013,2013-14,2013-04-01,14.637978540021711,P13/2025,2025-26,2026-03-03,13.385975741342808,14.637978540021711,-1.2520027986789035,-8.553112680523485,P13/2024,2024-25,2025-03-03,13.120571134987296,0.2654046063555118,2.02281290673227,P13/2020,2020-21,2021-03-03,14.1117422882439,-0.7257665469010917,-5.142997456137699,P13/2015,2015-16,2016-03-02,14.162798711090892,-0.7768229697480837,-5.484953825826484,True,
229,168,P01/2013,2013-14,2013-04-01,12.886205118551976,P13/2025,2025-26,2026-03-03,11.783210622966775,12.886205118551976,-1.1029944955852002,-8.559498203216123,P13/2024,2024-25,2025-03-03,11.810676440694944,-0.02746581772816903,-0.23255075918880166,P13/2020,2020-21,2021-03-03,13.2764745922092,-1.4932639692424239,-11.247443429889813,P13/2015,2015-16,2016-03-02,12.320126862973307,-0.5369162400065317,-4.358041487544827,True,
N9,168,P01/2013,2013-14,2013-04-01,14.670270867452256,P13/2025,2025-26,2026-03-03,13.412153547756764,14.670270867452256,-1.2581173196954918,-8.575965168351289,P13/2024,2024-25,2025-03-03,13.096411276968867,0.3157422707878972,2.4109068057686636,P13/2020,2020-21,2021-03-03,15.3847808365651,-1.9726272888083365,-12.821939485286531,P13/2015,2015-16,2016-03-02,14.466371111048106,-1.054217563291342,-7.287367061157625,True,
277,168,P01/2013,2013-14,2013-04-01,9.064366345537792,P13/2025,2025-26,2026-03-03,8.285142602315503,9.064366345537792,-0.779223743222289,-8.596560570457145,P13/2024,2024-25,2025-03-03,8.624557028817797,-0.3394144265022945,-3.9354418478327267,P13/2020,2020-21,2021-03-03,9.02774843962064,-0.7426058373051365,-8.225814468267815,P13/2015,2015-16,2016-03-02,9.01141352836597,-0.7262709260504678,-8.059456197014207,True,
R11,168,P01/2013,2013-14,2013-04-01,13.733235382120656,P13/2025,2025-26,2026-03-03,12.55045083404604,13.733235382120656,-1.1827845480746149,-8.612570273240099,P13/2024,2024-25,2025-03-03,12.061573693089064,0.4888771409569763,4.053178742646898,P13/2020,2020-21,2021-03-03,13.3551789410173,-0.8047281069712593,-6.025588354340395,P13/2015,2015-16,2016-03-02,13.577773214677864,-1.0273223806318228,-7.566206655457062,True,
401,168,P01/2013,2013-14,2013-04-01,15.108245074423536,P13/2025,2025-26,2026-03-03,13.806260929424656,15.108245074423536,-1.3019841449988796,-8.617706018040336,P13/2024,2024-25,2025-03-03,13.467477386616654,0.3387835428080024,2.5155679351254716,P13/2020,2020-21,2021-03-03,16.1408632601063,-2.334602330681644,-14.463924841317743,P13/2015,2015-16,2016-03-02,14.58773658575273,-0.7814756563280731,-5.357072714702771,True,
V628,9,P01/2020,2020-21,2020-04-01,10.6887595303839,P13/2021,2021-22,2022-03-03,9.76551859969074,10.6887595303839,-0.9232409306931597,-8.637493696707764,P11/2020,2020-21,2021-01-06,9.27752924580659,0.4879893538841493,5.259906392693062,P01/2020,2020-21,2020-04-01,10.6887595303839,-0.9232409306931597,-8.637493696707764,P01/2020,2020-21,2020-04-01,10.6887595303839,-0.9232409306931597,-8.637493696707764,True,
414,155,P01/2013,2013-14,2013-04-01,7.561566951845076,P13/2024,2024-25,2025-03-03,6.907926642361648,7.561566951845076,-0.6536403094834276,-8.644244157937855,P13/2023,2023-24,2024-03-02,7.747179232746849,-0.8392525903852013,-10.83300857217466,P13/2019,2019-20,2020-03-02,6.736040935078144,0.17188570728350427,2.551731928890219,P13/2014,2014-15,2015-03-03,7.478922763378722,-0.5709961210170738,-7.634737502745879,True,
301,87,P01/2019,2019-20,2019-04-01,13.847873837760991,P13/2025,2025-26,2026-03-03,12.650780777523549,13.847873837760991,-1.1970930602374423,-8.644598255749242,P13/2024,2024-25,2025-03-03,12.911883454479511,-0.26110267695596256,-2.022188922913321,P13/2020,2020-21,2021-03-03,14.8707535242232,-2.2199727466996517,-14.928448266481611,P01/2019,2019-20,2019-04-01,13.847873837760991,-1.1970930602374423,-8.644598255749242,True,
157,168,P01/2013,2013-14,2013-04-01,10.549109991785697,P13/2025,2025-26,2026-03-03,9.636200316791856,10.549109991785697,-0.9129096749938412,-8.653902326401933,P13/2024,2024-25,2025-03-03,9.606758790373782,0.02944152641807385,0.30646680176434754,P13/2020,2020-21,2021-03-03,10.0582330083225,-0.42203269153064404,-4.195892968292153,P13/2015,2015-16,2016-03-02,10.197041250376577,-0.5608409335847213,-5.500035939974348,True,
237,168,P01/2013,2013-14,2013-04-01,9.295049738545758,P13/2025,2025-26,2026-03-03,8.490012598899943,9.295049738545758,-0.8050371396458154,-8.660923419348654,P13/2024,2024-25,2025-03-03,8.508824213366198,-0.018811614466255122,-0.22108359503660505,P13/2020,2020-21,2021-03-03,10.3447757820947,-1.8547631831947573,-17.929467223495383,P13/2015,2015-16,2016-03-02,9.271649970020896,-0.7816373711209526,-8.430402071349885,True,
V406,9,P01/2020,2020-21,2020-04-01,9.34233902462229,P11/2021,2021-22,2022-01-06,8.53269000610628,9.34233902462229,-0.8096490185160103,-8.666448695365606,P11/2020,2020-21,2021-01-06,9.09937844939385,-0.5666884432875694,-6.2277709014874425,P01/2020,2020-21,2020-04-01,9.34233902462229,-0.8096490185160103,-8.666448695365606,P01/2020,2020-21,2020-04-01,9.34233902462229,-0.8096490185160103,-8.666448695365606,True,
284,168,P01/2013,2013-14,2013-04-01,9.405861941842865,P13/2025,2025-26,2026-03-03,8.589812497471142,9.405861941842865,-0.816049444371723,-8.67596664098853,P13/2024,2024-25,2025-03-03,8.506180120261638,0.08363237720950423,0.9831954652628708,P13/2020,2020-21,2021-03-03,9.5722228197721,-0.982410322300959,-10.26313679484896,P13/2015,2015-16,2016-03-02,8.670041393175714,-0.08022889570457181,-0.9253577009184855,True,
N8,168,P01/2013,2013-14,2013-04-01,13.150532946166535,P13/2025,2025-26,2026-03-03,12.006765895891784,13.150532946166535,-1.143767050274752,-8.697495796991007,P13/2024,2024-25,2025-03-03,11.963712531659208,0.04305336423257522,0.3598662548823738,P13/2020,2020-21,2021-03-03,13.0081763284501,-1.0014104325583162,-7.698315330859544,P13/2015,2015-16,2016-03-02,12.798117835238331,-0.7913519393465478,-6.183346250865418,True,
216,168,P01/2013,2013-14,2013-04-01,12.924331854374389,P13/2025,2025-26,2026-03-03,11.799599439474909,12.924331854374389,-1.12473241489948,-8.702441469102338,P13/2024,2024-25,2025-03-03,11.538220397879728,0.26137904159518044,2.2653323700005905,P13/2020,2020-21,2021-03-03,13.8044013872175,-2.0048019477425907,-14.522918390354707,P13/2015,2015-16,2016-03-02,12.845754127672793,-1.046154688197884,-8.143972535985407,True,
672,153,P01/2013,2013-14,2013-04-01,13.358130528318632,P13/2025,2025-26,2026-03-03,12.192157009671792,13.358130528318632,-1.1659735186468403,-8.728568089486991,P13/2024,2024-25,2025-03-03,11.35996905392043,0.8321879557513618,7.32561815794882,P13/2020,2020-21,2021-03-03,11.1663682102519,1.0257887994198924,9.186413882340997,P13/2015,2015-16,2016-03-02,11.24273306009282,0.9494239495789714,8.444778902996857,True,
165,168,P01/2013,2013-14,2013-04-01,12.342148727214132,P13/2025,2025-26,2026-03-03,11.263893757291964,12.342148727214132,-1.0782549699221686,-8.736363446541874,P13/2024,2024-25,2025-03-03,11.726667545876364,-0.4627737885843999,-3.9463367301406307,P13/2020,2020-21,2021-03-03,13.24980429853,-1.9859105412380362,-14.988225459740287,P13/2015,2015-16,2016-03-02,12.099198215819488,-0.8353044585275242,-6.903800100037856,True,
227,168,P01/2013,2013-14,2013-04-01,10.880848670850622,P13/2025,2025-26,2026-03-03,9.93006651035232,10.880848670850622,-0.9507821604983011,-8.738125023697924,P13/2024,2024-25,2025-03-03,9.415938711392666,0.5141277989596542,5.460186336361699,P13/2020,2020-21,2021-03-03,13.6902360400504,-3.7601695296980804,-27.46606792386786,P13/2015,2015-16,2016-03-02,10.211733897603944,-0.2816673872516233,-2.758271906377359,True,
422,168,P01/2013,2013-14,2013-04-01,12.005337603479632,P13/2025,2025-26,2026-03-03,10.955523335192924,12.005337603479632,-1.049814268286708,-8.744562651719427,P13/2024,2024-25,2025-03-03,10.941263942764948,0.01425939242797547,0.1303267383235433,P13/2020,2020-21,2021-03-03,11.8619490423943,-0.906425707201377,-7.641456761969175,P13/2015,2015-16,2016-03-02,11.550382087277736,-0.5948587520848125,-5.150121853891091,True,
N321,168,P01/2013,2013-14,2013-04-01,19.743059187324334,P13/2025,2025-26,2026-03-03,18.00789814120199,19.743059187324334,-1.735161046122343,-8.788714199045561,P13/2024,2024-25,2025-03-03,17.850986052802448,0.15691208839954385,0.8790107612845847,P13/2020,2020-21,2021-03-03,19.4408210277425,-1.43292288654051,-7.370691209469475,P13/2015,2015-16,2016-03-02,18.765467377832227,-0.7575692366302356,-4.037039000292405,True,
213,168,P01/2013,2013-14,2013-04-01,10.951670606200972,P12/2025,2025-26,2026-02-03,9.987607211857664,10.951670606200972,-0.9640633943433077,-8.802888883431566,P12/2024,2024-25,2025-02-03,9.950775481039717,0.03683173081794777,0.3701393010838927,P12/2020,2020-21,2021-02-03,13.5421415574209,-3.554534345563235,-26.247948527870772,P12/2015,2015-16,2016-02-03,10.829533369127684,-0.8419261572700201,-7.774353045258097,True,
V186,10,P01/2020,2020-21,2020-04-01,8.67847278179947,P09/2021,2021-22,2021-11-11,7.91134423947855,8.67847278179947,-0.7671285423209211,-8.839441703726331,P08/2020,2020-21,2020-10-14,8.13128471313231,-0.21994047365376002,-2.704867452231115,P01/2020,2020-21,2020-04-01,8.67847278179947,-0.7671285423209211,-8.839441703726331,P01/2020,2020-21,2020-04-01,8.67847278179947,-0.7671285423209211,-8.839441703726331,True,
444,168,P01/2013,2013-14,2013-04-01,11.155243520125726,P13/2025,2025-26,2026-03-03,10.161915347296018,11.155243520125726,-0.9933281728297079,-8.904585283482117,P13/2024,2024-25,2025-03-03,9.92048303753926,0.24143230975675856,2.4336749414637877,P13/2020,2020-21,2021-03-03,10.7511803519972,-0.5892650047011809,-5.480933119977991,P13/2015,2015-16,2016-03-02,10.6810128785739,-0.5190975312778825,-4.8600028590845685,True,
119,168,P01/2013,2013-14,2013-04-01,11.558437866088378,P13/2025,2025-26,2026-03-03,10.52912123505835,11.558437866088378,-1.029316631030028,-8.905326506533973,P13/2024,2024-25,2025-03-03,10.888462169012987,-0.3593409339546376,-3.300199131676011,P13/2020,2020-21,2021-03-03,12.1531443328252,-1.62402309776685,-13.36298700395109,P13/2015,2015-16,2016-03-02,11.388830208428544,-0.8597089733701946,-7.548703050590295,True,
499,168,P01/2013,2013-14,2013-04-01,12.935535905691278,P13/2025,2025-26,2026-03-03,11.781833576789843,12.935535905691278,-1.153702328901435,-8.918859932148909,P13/2024,2024-25,2025-03-03,11.774771711014616,0.007061865775227716,0.0599745451423211,P13/2020,2020-21,2021-03-03,14.2518449408202,-2.4700113640303574,-17.331169222559666,P13/2015,2015-16,2016-03-02,12.787777865113227,-1.0059442883233842,-7.866451067059392,True,
679,156,P01/2013,2013-14,2013-04-01,8.536052019835397,P13/2025,2025-26,2026-03-03,7.772094228633354,8.536052019835397,-0.763957791202043,-8.949779001191873,P13/2024,2024-25,2025-03-03,8.313147685968268,-0.5410534573349137,-6.508406656219472,P13/2020,2020-21,2021-03-03,8.6717209875141,-0.8996267588807454,-10.374258583458404,P13/2015,2015-16,2016-03-02,8.204692831086554,-0.4325986024531998,-5.272575236627237,True,
N41,168,P01/2013,2013-14,2013-04-01,12.191344081676734,P13/2025,2025-26,2026-03-03,11.099516420704772,12.191344081676734,-1.091827660971962,-8.9557611831574,P13/2024,2024-25,2025-03-03,11.76701329344836,-0.6674968727435875,-5.672610849477298,P13/2020,2020-21,2021-03-03,12.8124491919452,-1.7129327712404283,-13.36928440127823,P13/2015,2015-16,2016-03-02,12.228452154696663,-1.1289357339918915,-9.232041142331276,True,
H18,168,P01/2013,2013-14,2013-04-01,11.678039773390632,P13/2025,2025-26,2026-03-03,10.628661492577118,11.678039773390632,-1.0493782808135137,-8.985911173248509,P13/2024,2024-25,2025-03-03,10.760701058494604,-0.132039565917486,-1.227053564630463,P13/2020,2020-21,2021-03-03,11.8618815945444,-1.233220101967282,-10.396496476026815,P13/2015,2015-16,2016-03-02,11.257191430940187,-0.6285299383630694,-5.583363685506548,True,
250,168,P01/2013,2013-14,2013-04-01,8.511175075667921,P13/2025,2025-26,2026-03-03,7.74594842787306,8.511175075667921,-0.7652266477948615,-8.990846046423382,P13/2024,2024-25,2025-03-03,7.9082244141113,-0.1622759862382397,-2.051990152791785,P13/2020,2020-21,2021-03-03,8.48169379356382,-0.7357453656907609,-8.674509875009493,P13/2015,2015-16,2016-03-02,8.325550582176898,-0.5796021543038385,-6.961727618887265,True,
393,168,P01/2013,2013-14,2013-04-01,8.98635792408307,P13/2025,2025-26,2026-03-03,8.17741290239646,8.98635792408307,-0.8089450216866094,-9.001923009528365,P13/2024,2024-25,2025-03-03,7.974036749680809,0.20337615271565124,2.550479250346973,P13/2020,2020-21,2021-03-03,8.74272651840944,-0.565313616012979,-6.466102020034664,P13/2015,2015-16,2016-03-02,8.998509541771911,-0.8210966393754511,-9.12480712015523,True,
W16,168,P01/2013,2013-14,2013-04-01,10.324779195792376,P13/2025,2025-26,2026-03-03,9.391756723113891,10.324779195792376,-0.9330224726784841,-9.03673051970657,P13/2024,2024-25,2025-03-03,9.507318101239337,-0.1155613781254452,-1.2154992280144816,P13/2020,2020-21,2021-03-03,10.7451064385947,-1.3533497154808085,-12.595033127078139,P13/2015,2015-16,2016-03-02,10.32571111049538,-0.9339543873814886,-9.044940124580744,True,
N253,168,P01/2013,2013-14,2013-04-01,12.619049398142932,P13/2025,2025-26,2026-03-03,11.478311563091804,12.619049398142932,-1.1407378350511284,-9.039807984419204,P13/2024,2024-25,2025-03-03,11.40794047161271,0.07037109147909426,0.6168606126075454,P13/2020,2020-21,2021-03-03,12.2949744781082,-0.816662915016396,-6.642249778317995,P13/2015,2015-16,2016-03-02,12.032208525254092,-0.5538969621622876,-4.603452150947414,True,
N148,168,P01/2013,2013-14,2013-04-01,13.253239196505332,P13/2025,2025-26,2026-03-03,12.054827793265725,13.253239196505332,-1.1984114032396072,-9.04240378877044,P13/2024,2024-25,2025-03-03,13.298128403805991,-1.2433006105402669,-9.349440558751319,P13/2020,2020-21,2021-03-03,14.9270923395017,-2.872264546235975,-19.24195604146613,P13/2015,2015-16,2016-03-02,12.948349620558202,-0.8935218272924779,-6.900661887240253,True,
144,168,P01/2013,2013-14,2013-04-01,8.88935556235527,P13/2025,2025-26,2026-03-03,8.08514380228431,8.88935556235527,-0.8042117600709595,-9.04690733124281,P13/2024,2024-25,2025-03-03,7.923802367278796,0.16134143500551446,2.0361617759646693,P13/2020,2020-21,2021-03-03,8.76963227998571,-0.6844884777014002,-7.805212987818863,P13/2015,2015-16,2016-03-02,8.700424809761708,-0.6152810074773978,-7.071850178936831,True,
183,168,P01/2013,2013-14,2013-04-01,10.478087904116723,P13/2025,2025-26,2026-03-03,9.5291420941711,10.478087904116723,-0.9489458099456236,-9.056478802518859,P13/2024,2024-25,2025-03-03,9.879940779140377,-0.350798684969277,-3.550615259859877,P13/2020,2020-21,2021-03-03,10.6132952099537,-1.0841531157826,-10.21504720575213,P13/2015,2015-16,2016-03-02,9.792030587356862,-0.2628884931857627,-2.684718872561483,True,
W4,162,P01/2013,2013-14,2013-04-01,8.578955265675237,P13/2025,2025-26,2026-03-03,7.8019574343623646,8.578955265675237,-0.7769978313128725,-9.057021598208744,P13/2024,2024-25,2025-03-03,7.633254182256947,0.16870325210541726,2.2101091890475506,P13/2020,2020-21,2021-03-03,9.79258956552484,-1.9906321311624762,-20.327944083049974,P13/2015,2015-16,2016-03-02,7.993899225561551,-0.19194179119918608,-2.401103463819344,True,
