route,points,first_period_label,first_source_sheet,first_date,first_speed,latest_period_label,latest_source_sheet,latest_date,latest_speed,prev_speed_full,abs_change_full,pct_change_full,base_period_label_1yr,base_source_sheet_1yr,base_date_1yr,prev_speed_1yr,abs_change_1yr,pct_change_1yr,base_period_label_5yr,base_source_sheet_5yr,base_date_5yr,prev_speed_5yr,abs_change_5yr,pct_change_5yr,base_period_label_10yr,base_source_sheet_10yr,base_date_10yr,prev_speed_10yr,abs_change_10yr,pct_change_10yr,include_in_map,flags
V492,10,P01/2020,2020-21,2020-04-01,10.1973959347256,P09/2021,2021-22,2021-11-11,9.43756933194004,10.1973959347256,-0.7598266027855605,-7.4511827102652015,P08/2020,2020-21,2020-10-14,9.98856787254127,-0.5509985406012294,-5.516291700994826,P01/2020,2020-21,2020-04-01,10.1973959347256,-0.7598266027855605,-7.4511827102652015,P01/2020,2020-21,2020-04-01,10.1973959347256,-0.7598266027855605,-7.4511827102652015,True,
VS4,10,P03/2020,2020-21,2020-05-27,11.7541205685076,P12/2021,2021-22,2022-02-03,10.8778654668767,11.7541205685076,-0.8762551016308997,-7.45487590095527,P12/2020,2020-21,2021-02-03,11.8680819925375,-0.9902165256607987,-8.343526159352745,P03/2020,2020-21,2020-05-27,11.7541205685076,-0.8762551016308997,-7.45487590095527,P03/2020,2020-21,2020-05-27,11.7541205685076,-0.8762551016308997,-7.45487590095527,True,
H91,168,P01/2013,2013-14,2013-04-01,10.710674497029055,P13/2025,2025-26,2026-03-03,9.910041850188332,10.710674497029055,-0.8006326468407234,-7.475090827032455,P13/2024,2024-25,2025-03-03,9.67104011251808,0.239001737670252,2.4713136838393526,P13/2020,2020-21,2021-03-03,13.2875365457199,-3.377494695531569,-25.418516697284314,P13/2015,2015-16,2016-03-02,10.780069760491177,-0.870027910302845,-8.070707607955253,True,
406,168,P01/2013,2013-14,2013-04-01,10.676971753734676,P13/2025,2025-26,2026-03-03,9.877207202241443,10.676971753734676,-0.799764551493233,-7.490556029742095,P13/2024,2024-25,2025-03-03,10.005156079110108,-0.12794887686866474,-1.2788293941341986,P13/2020,2020-21,2021-03-03,10.9882374267339,-1.1110302244924561,-10.111086804416587,P13/2015,2015-16,2016-03-02,10.231513356561996,-0.3543061543205521,-3.4628909915200117,True,
53,168,P01/2013,2013-14,2013-04-01,10.116398215799755,P13/2025,2025-26,2026-03-03,9.35675806336998,10.116398215799755,-0.7596401524297747,-7.50899812586827,P13/2024,2024-25,2025-03-03,9.354570119252193,0.0021879441177876657,0.02338903968750806,P13/2020,2020-21,2021-03-03,10.1668055916963,-0.8100475283263187,-7.967571731556684,P13/2015,2015-16,2016-03-02,9.22803905523883,0.1287190081311511,1.394868480298383,True,
N44,168,P01/2013,2013-14,2013-04-01,13.807309308545555,P13/2025,2025-26,2026-03-03,12.77011010705165,13.807309308545555,-1.0371992014939053,-7.5119574590247415,P13/2024,2024-25,2025-03-03,12.545494365979913,0.22461574107173732,1.790409644444433,P13/2020,2020-21,2021-03-03,14.0968475994458,-1.32673749239415,-9.411589953248193,P13/2015,2015-16,2016-03-02,13.127649236772529,-0.35753912972087853,-2.7235579140807435,True,
469,168,P01/2013,2013-14,2013-04-01,12.34186129306775,P13/2025,2025-26,2026-03-03,11.4090546960641,12.34186129306775,-0.9328065970036494,-7.558070657685918,P13/2024,2024-25,2025-03-03,11.487720679517404,-0.07866598345330367,-0.6847832189510409,P13/2020,2020-21,2021-03-03,12.0365079750812,-0.6274532790171001,-5.212917902070075,P13/2015,2015-16,2016-03-02,12.030754209842897,-0.6216995137787968,-5.167585530674018,True,
187,168,P01/2013,2013-14,2013-04-01,8.453827480759438,P12/2025,2025-26,2026-02-03,7.813820337515014,8.453827480759438,-0.6400071432444241,-7.570619872490347,P12/2024,2024-25,2025-02-03,7.741639382737441,0.07218095477757291,0.9323729924507249,P12/2020,2020-21,2021-02-03,10.035331412815,-2.2215110752999854,-22.13689796495552,P12/2015,2015-16,2016-02-03,8.443898636048498,-0.6300782985334843,-7.461935839015979,True,
196,168,P01/2013,2013-14,2013-04-01,8.778051535960335,P13/2025,2025-26,2026-03-03,8.113214194237491,8.778051535960335,-0.6648373417228441,-7.573860087278579,P13/2024,2024-25,2025-03-03,7.650430116728466,0.46278407750902506,6.04912495700208,P13/2020,2020-21,2021-03-03,8.40336146872718,-0.2901472744896889,-3.452752515400676,P13/2015,2015-16,2016-03-02,7.952016570396681,0.1611976238408097,2.0271288724536505,True,
288,168,P01/2013,2013-14,2013-04-01,10.15262654519199,P13/2025,2025-26,2026-03-03,9.383037716230367,10.15262654519199,-0.7695888289616235,-7.580194401281114,P13/2024,2024-25,2025-03-03,9.495932798976286,-0.11289508274591853,-1.1888782822693231,P13/2020,2020-21,2021-03-03,10.5544595715547,-1.1714218553243327,-11.098833127197048,P13/2015,2015-16,2016-03-02,9.73294735563183,-0.3499096394014636,-3.5951046133933247,True,
118,154,P01/2013,2013-14,2013-04-01,9.625140728548818,P12/2024,2024-25,2025-02-03,8.8942140815043,9.625140728548818,-0.7309266470445177,-7.593932054172879,P12/2023,2023-24,2024-02-03,8.562442416404233,0.3317716651000673,3.8747316357357016,P12/2019,2019-20,2020-02-03,9.02609711154389,-0.13188303003959057,-1.4611301918181148,P12/2014,2014-15,2015-02-03,9.600161704719987,-0.7059476232156872,-7.353497211079299,True,
203,168,P01/2013,2013-14,2013-04-01,12.059333506579827,P13/2025,2025-26,2026-03-03,11.14134304027836,12.059333506579827,-0.9179904663014682,-7.612281937476836,P13/2024,2024-25,2025-03-03,11.0217141314587,0.11962890881966004,1.08539295605762,P13/2020,2020-21,2021-03-03,12.5144545156653,-1.3731114753869402,-10.972203971560338,P13/2015,2015-16,2016-03-02,11.886636245727662,-0.7452932054493022,-6.270009362128653,True,
X140,49,P03/2019,2019-20,2019-05-27,13.5447200027404,P13/2023,2023-24,2024-03-02,12.510362662008308,13.5447200027404,-1.0343573407320914,-7.63660925085803,P13/2022,2022-23,2023-03-03,12.229523210193037,0.2808394518152717,2.2964055669905283,P03/2019,2019-20,2019-05-27,13.5447200027404,-1.0343573407320914,-7.63660925085803,P03/2019,2019-20,2019-05-27,13.5447200027404,-1.0343573407320914,-7.63660925085803,True,
N14,168,P01/2013,2013-14,2013-04-01,11.517960789095756,P13/2025,2025-26,2026-03-03,10.636734322217697,11.517960789095756,-0.8812264668780596,-7.650889623728631,P13/2024,2024-25,2025-03-03,11.00970528562321,-0.37297096340551406,-3.3876561972330923,P13/2020,2020-21,2021-03-03,11.8814589592199,-1.2447246370022036,-10.476193548910162,P13/2015,2015-16,2016-03-02,11.059467377052473,-0.42273305483477586,-3.822363595121351,True,
N243,168,P01/2013,2013-14,2013-04-01,12.079409513001297,P12/2025,2025-26,2026-02-03,11.153877917650195,12.079409513001297,-0.9255315953511012,-7.662059923996567,P12/2024,2024-25,2025-02-03,11.12242373297092,0.03145418467927463,0.28279973353319526,P12/2020,2020-21,2021-02-03,11.7868471424541,-0.6329692248039045,-5.370131784640384,P12/2015,2015-16,2016-02-03,11.145702159850083,0.008175757800112038,0.07335345663159194,True,
303,168,P01/2013,2013-14,2013-04-01,11.178767294590791,P13/2025,2025-26,2026-03-03,10.322180482109516,11.178767294590791,-0.8565868124812752,-7.662623166829517,P13/2024,2024-25,2025-03-03,10.619102690964382,-0.2969222088548662,-2.7961139231426055,P13/2020,2020-21,2021-03-03,11.8786834982997,-1.5565030161901845,-13.103329307603662,P13/2015,2015-16,2016-03-02,11.12313492870328,-0.8009544465937637,-7.200797722294086,True,
E2,168,P01/2013,2013-14,2013-04-01,10.66299922960392,P13/2025,2025-26,2026-03-03,9.842490723736285,10.66299922960392,-0.820508505867636,-7.694912924589173,P13/2024,2024-25,2025-03-03,9.359291986098825,0.48319873763746024,5.16277020051459,P13/2020,2020-21,2021-03-03,10.7368468011836,-0.8943560774473145,-8.329783352675976,P13/2015,2015-16,2016-03-02,10.801406962402984,-0.9589162386666992,-8.87769752592832,True,
62,168,P01/2013,2013-14,2013-04-01,9.690239483403642,P13/2025,2025-26,2026-03-03,8.943891408747145,9.690239483403642,-0.7463480746564972,-7.702060159965692,P13/2024,2024-25,2025-03-03,9.435531689179138,-0.4916402804319926,-5.210520155380494,P13/2020,2020-21,2021-03-03,11.5008320334415,-2.556940624694354,-22.2326577525819,P13/2015,2015-16,2016-03-02,9.346548614031478,-0.40265720528433313,-4.308084426799484,True,
164,168,P01/2013,2013-14,2013-04-01,9.918152242479705,P13/2025,2025-26,2026-03-03,9.15398251945818,9.918152242479705,-0.7641697230215243,-7.704758954481113,P13/2024,2024-25,2025-03-03,9.154511168150904,-0.0005286486927236211,-0.005774734259572721,P13/2020,2020-21,2021-03-03,10.1200072339384,-0.9660247144802199,-9.545691936272187,P13/2015,2015-16,2016-03-02,9.820623144667936,-0.6666406252097552,-6.788170316582251,True,
219,168,P01/2013,2013-14,2013-04-01,7.778519513781918,P13/2025,2025-26,2026-03-03,7.178181122023451,7.778519513781918,-0.6003383917584664,-7.71790043972753,P13/2024,2024-25,2025-03-03,6.815925793909559,0.36225532811389183,5.31483673777066,P13/2020,2020-21,2021-03-03,7.72635368294807,-0.5481725609246189,-7.094841673303493,P13/2015,2015-16,2016-03-02,7.781891050022013,-0.6037099279985618,-7.757882038156446,True,
P4,168,P01/2013,2013-14,2013-04-01,10.403026894485958,P13/2025,2025-26,2026-03-03,9.599569818265314,10.403026894485958,-0.8034570762206439,-7.723300962016257,P13/2024,2024-25,2025-03-03,9.357816374137409,0.24175344412790523,2.5834386406218592,P13/2020,2020-21,2021-03-03,10.1573397425922,-0.5577699243268857,-5.4912992817205915,P13/2015,2015-16,2016-03-02,9.37767506510887,0.22189475315644458,2.366202194209514,True,
625,158,P01/2013,2013-14,2013-04-01,8.87873055064555,P13/2025,2025-26,2026-03-03,8.190434301030457,8.87873055064555,-0.6882962496150924,-7.752192114502766,P13/2024,2024-25,2025-03-03,8.08216268050034,0.10827162053011641,1.3396367384603753,P13/2020,2020-21,2021-03-03,14.4728538977967,-6.282419596766243,-43.408298329624245,P13/2015,2015-16,2016-03-02,8.78373391934493,-0.5932996183144734,-6.754526306948063,True,
313,168,P01/2013,2013-14,2013-04-01,13.478604557275942,P13/2025,2025-26,2026-03-03,12.433507494031966,13.478604557275942,-1.0450970632439756,-7.75374823708896,P13/2024,2024-25,2025-03-03,11.844735225179768,0.5887722688521979,4.970750782175142,P13/2020,2020-21,2021-03-03,12.8463014953471,-0.41279400131513455,-3.2133295444190497,P13/2015,2015-16,2016-03-02,12.87106146385086,-0.43755396981889305,-3.399517367295536,True,
349,168,P01/2013,2013-14,2013-04-01,8.592116469439443,P13/2025,2025-26,2026-03-03,7.923900540932935,8.592116469439443,-0.6682159285065081,-7.777081827082159,P13/2024,2024-25,2025-03-03,8.320204982286297,-0.3963044413533625,-4.763157184193107,P13/2020,2020-21,2021-03-03,8.27542695774332,-0.351526416810386,-4.24783420366562,P13/2015,2015-16,2016-03-02,8.155515714089704,-0.2316151731567695,-2.839981937091047,True,
205,168,P01/2013,2013-14,2013-04-01,7.151323965257003,P13/2025,2025-26,2026-03-03,6.594589862141048,7.151323965257003,-0.5567341031159545,-7.785049395338738,P13/2024,2024-25,2025-03-03,6.783895423555995,-0.1893055614149466,-2.7905141455691256,P13/2020,2020-21,2021-03-03,7.72498785796414,-1.1303979958230919,-14.63300676463457,P13/2015,2015-16,2016-03-02,6.888505418955792,-0.2939155568147438,-4.266753656111627,True,
N472,168,P01/2013,2013-14,2013-04-01,17.455259552981392,P13/2025,2025-26,2026-03-03,16.095105660190164,17.455259552981392,-1.360153892791228,-7.792229549281672,P13/2024,2024-25,2025-03-03,16.186497939191895,-0.09139227900173097,-0.5646204592560168,P13/2020,2020-21,2021-03-03,17.6690359226245,-1.5739302624343345,-8.907844600728778,P13/2015,2015-16,2016-03-02,17.964511309317068,-1.8694056491269038,-10.406103550155356,True,
194,168,P01/2013,2013-14,2013-04-01,11.791236133906622,P13/2025,2025-26,2026-03-03,10.872315478610169,11.791236133906622,-0.9189206552964535,-7.79325123219291,P13/2024,2024-25,2025-03-03,10.874497201022503,-0.002181722412334608,-0.020062742874488632,P13/2020,2020-21,2021-03-03,11.907600534347,-1.035285055736832,-8.694321351733235,P13/2015,2015-16,2016-03-02,11.788427177029204,-0.9161116984190354,-7.771280126361218,True,
181,168,P01/2013,2013-14,2013-04-01,9.743251941029282,P13/2025,2025-26,2026-03-03,8.98248382388769,9.743251941029282,-0.7607681171415912,-7.808154010038083,P13/2024,2024-25,2025-03-03,8.804410011185524,0.17807381270216638,2.0225524762696567,P13/2020,2020-21,2021-03-03,9.82938943070901,-0.8469056068213199,-8.616055074340778,P13/2015,2015-16,2016-03-02,9.7056479646207,-0.7231641407330098,-7.450961990060921,True,
25,168,P01/2013,2013-14,2013-04-01,7.688472315188525,P13/2025,2025-26,2026-03-03,7.087177063167252,7.688472315188525,-0.6012952520212727,-7.82073768846664,P13/2024,2024-25,2025-03-03,7.268941479328172,-0.18176441616091932,-2.5005623814393236,P13/2020,2020-21,2021-03-03,8.16776690253691,-1.0805898393696571,-13.229929946140185,P13/2015,2015-16,2016-03-02,7.013902951256583,0.07327411191066968,1.044698114871153,True,
333,168,P01/2013,2013-14,2013-04-01,8.60136327718607,P12/2025,2025-26,2026-02-03,7.928610273034297,8.60136327718607,-0.6727530041517733,-7.821469486542417,P12/2024,2024-25,2025-02-03,8.085586604896392,-0.15697633186209448,-1.941434054605689,P12/2020,2020-21,2021-02-03,9.87757350844353,-1.9489632354092334,-19.73119444510561,P12/2015,2015-16,2016-02-03,7.984891032105244,-0.05628075907094665,-0.704840665259624,True,
320,168,P01/2013,2013-14,2013-04-01,13.218821705344457,P13/2025,2025-26,2026-03-03,12.182382313382924,13.218821705344457,-1.0364393919615331,-7.840633719588591,P13/2024,2024-25,2025-03-03,12.528524983118366,-0.3461426697354426,-2.7628365685653704,P13/2020,2020-21,2021-03-03,13.7347014662698,-1.5523191528868772,-11.302168865476409,P13/2015,2015-16,2016-03-02,13.612480124397386,-1.4300978110144626,-10.505784382754218,True,
307,168,P01/2013,2013-14,2013-04-01,11.410873033311493,P13/2025,2025-26,2026-03-03,10.51455867808112,11.410873033311493,-0.8963143552303734,-7.854914804623485,P13/2024,2024-25,2025-03-03,10.652485144042265,-0.13792646596114544,-1.2947820541039208,P13/2020,2020-21,2021-03-03,11.629135929307,-1.1145772512258798,-9.584351391206926,P13/2015,2015-16,2016-03-02,10.79940533980597,-0.28484666172485085,-2.6376143200674473,True,
371,168,P01/2013,2013-14,2013-04-01,10.590006096619692,P13/2025,2025-26,2026-03-03,9.758150555448204,10.590006096619692,-0.831855541171489,-7.855099738205206,P13/2024,2024-25,2025-03-03,9.694464067080268,0.06368648836793511,0.656936659182604,P13/2020,2020-21,2021-03-03,11.6630275779595,-1.9048770225112968,-16.332611834950008,P13/2015,2015-16,2016-03-02,10.373449980924129,-0.615299425475925,-5.931483032235246,True,
UL16,56,P05/2014,2014-15,2014-07-22,11.654023671280571,P09/2024,2024-25,2024-11-11,10.738255298696144,11.654023671280571,-0.9157683725844272,-7.857958748111934,P08/2023,2023-24,2023-10-14,11.109568828803418,-0.3713135301072743,-3.342285698294445,P09/2019,2019-20,2019-11-11,17.205706464558855,-6.467451165862711,-37.58898932272661,P09/2014,2014-15,2014-11-11,11.847832164889557,-1.1095768661934127,-9.365231130481295,True,
658,152,P01/2013,2013-14,2013-04-01,9.552534818910232,P13/2025,2025-26,2026-03-03,8.796878112258767,9.552534818910232,-0.7556567066514646,-7.910536009306806,P13/2024,2024-25,2025-03-03,8.525898063206645,0.27098004905212214,3.178316783090939,P12/2020,2020-21,2021-02-03,8.35278801654312,0.44409009571564795,5.31666905512393,P13/2015,2015-16,2016-03-02,8.801863963680093,-0.004985851421325904,-0.05664540422232679,True,
175,168,P01/2013,2013-14,2013-04-01,11.06645705420898,P13/2025,2025-26,2026-03-03,10.18999108785961,11.06645705420898,-0.8764659663493699,-7.920023202150481,P13/2024,2024-25,2025-03-03,10.036427284815131,0.15356380304447903,1.5300644211991383,P13/2020,2020-21,2021-03-03,12.4367660061588,-2.24677491829919,-18.06558808927149,P13/2015,2015-16,2016-03-02,10.316561320235367,-0.12657023237575693,-1.2268645379686387,True,
VR68,10,P01/2020,2020-21,2020-04-01,8.734733384512,P13/2021,2021-22,2022-03-03,8.0418360904213,8.734733384512,-0.6928972940906988,-7.932666786593741,P11/2020,2020-21,2021-01-06,8.65129128764756,-0.609455197226259,-7.044673181868792,P01/2020,2020-21,2020-04-01,8.734733384512,-0.6928972940906988,-7.932666786593741,P01/2020,2020-21,2020-04-01,8.734733384512,-0.6928972940906988,-7.932666786593741,True,
453,168,P01/2013,2013-14,2013-04-01,7.3984844526812115,P13/2025,2025-26,2026-03-03,6.8113834843046455,7.3984844526812115,-0.587100968376566,-7.935422073689708,P13/2024,2024-25,2025-03-03,6.895146629820476,-0.08376314551583075,-1.2148131143950978,P13/2020,2020-21,2021-03-03,7.45733999860582,-0.645956514301175,-8.66202311309313,P13/2015,2015-16,2016-03-02,7.046878578100412,-0.23549509379576694,-3.341835554363249,True,
154,168,P01/2013,2013-14,2013-04-01,12.180255982318435,P13/2025,2025-26,2026-03-03,11.212811532650932,12.180255982318435,-0.9674444496675036,-7.942726746235071,P13/2024,2024-25,2025-03-03,11.150779111841032,0.062032420809899236,0.5563057091143245,P13/2020,2020-21,2021-03-03,13.7787174965364,-2.565905963885468,-18.622240890928115,P13/2015,2015-16,2016-03-02,11.697995743990363,-0.48518421133943157,-4.14758409865798,True,
VW9,11,P01/2020,2020-21,2020-04-01,10.1278494222178,P11/2021,2021-22,2022-01-06,9.32153270610407,10.1278494222178,-0.806316716113729,-7.961381360438527,P11/2020,2020-21,2021-01-06,9.31445226910597,0.007080436998100126,0.07601560235145988,P01/2020,2020-21,2020-04-01,10.1278494222178,-0.806316716113729,-7.961381360438527,P01/2020,2020-21,2020-04-01,10.1278494222178,-0.806316716113729,-7.961381360438527,True,
602,155,P01/2013,2013-14,2013-04-01,12.230931238578137,P13/2025,2025-26,2026-03-03,11.255956763232282,12.230931238578137,-0.9749744753458547,-7.971383832742378,P13/2024,2024-25,2025-03-03,11.17197916713311,0.08397759609917266,0.7516805647671335,P01/2021,2021-22,2021-04-01,12.9955594964714,-1.739602733239117,-13.386131883828936,P13/2015,2015-16,2016-03-02,11.431083751883031,-0.17512698865074938,-1.5320243683972736,True,
D6,168,P01/2013,2013-14,2013-04-01,9.06886272635081,P13/2025,2025-26,2026-03-03,8.345801463646197,9.06886272635081,-0.7230612627046131,-7.973009235255713,P13/2024,2024-25,2025-03-03,8.884179748256074,-0.5383782846098768,-6.059966140549533,P13/2020,2020-21,2021-03-03,9.72361274268849,-1.3778112790422927,-14.169746528401342,P13/2015,2015-16,2016-03-02,8.621969671125122,-0.2761682074789249,-3.203075608161892,True,
64,131,P01/2013,2013-14,2013-04-01,12.207211376515923,P13/2025,2025-26,2026-03-03,11.232471832958922,12.207211376515923,-0.9747395435570017,-7.984948515204652,P13/2024,2024-25,2025-03-03,11.793191981096188,-0.5607201481372659,-4.75460883733656,P13/2020,2020-21,2021-03-03,12.7230060246932,-1.4905341917342785,-11.715267514936361,P13/2015,2015-16,2016-03-02,11.509104609294187,-0.2766327763352656,-2.403599460829217,True,
150,168,P01/2013,2013-14,2013-04-01,11.122264575988948,P13/2025,2025-26,2026-03-03,10.232991375720475,11.122264575988948,-0.8892732002684731,-7.995432892221074,P13/2024,2024-25,2025-03-03,10.129114204254408,0.1038771714660669,1.0255306571865548,P13/2020,2020-21,2021-03-03,11.9749199401713,-1.7419285644508253,-14.546473572715236,P13/2015,2015-16,2016-03-02,10.226937638793764,0.006053736926711295,0.059194033840078396,True,
VE7,10,P02/2020,2020-21,2020-04-29,9.68644520774308,P11/2021,2021-22,2022-01-06,8.91066776278224,9.68644520774308,-0.7757774449608412,-8.008897261305993,P11/2020,2020-21,2021-01-06,9.61630424552302,-0.7056364827407808,-7.337917610804566,P02/2020,2020-21,2020-04-29,9.68644520774308,-0.7757774449608412,-8.008897261305993,P02/2020,2020-21,2020-04-29,9.68644520774308,-0.7757774449608412,-8.008897261305993,True,
354,168,P01/2013,2013-14,2013-04-01,11.937519388253351,P13/2025,2025-26,2026-03-03,10.978743417637784,11.937519388253351,-0.9587759706155676,-8.031618122932755,P13/2024,2024-25,2025-03-03,11.269334972925035,-0.2905915552872518,-2.5786042919605103,P13/2020,2020-21,2021-03-03,12.6154004796236,-1.636657061985817,-12.973484786545983,P13/2015,2015-16,2016-03-02,11.604807831455467,-0.6260644138176836,-5.394871013035664,True,
281,168,P01/2013,2013-14,2013-04-01,9.702320661716657,P13/2025,2025-26,2026-03-03,8.918032322539478,9.702320661716657,-0.7842883391771789,-8.083512867924659,P13/2024,2024-25,2025-03-03,8.708087267724354,0.20994505481512427,2.4109204278793164,P13/2020,2020-21,2021-03-03,10.8806378776905,-1.962605555151022,-18.037596482970173,P13/2015,2015-16,2016-03-02,9.426228120987608,-0.5081957984481296,-5.391295350858586,True,
168,137,P01/2013,2013-14,2013-04-01,7.8829818060304095,P12/2023,2023-24,2024-02-03,7.245272694798167,7.8829818060304095,-0.6377091112322422,-8.08969406404567,P12/2022,2022-23,2023-02-03,7.536194497940895,-0.2909218031427274,-3.8603276922087884,P12/2018,2018-19,2019-02-03,7.417815574542842,-0.17254287974467442,-2.326060522949955,P12/2013,2013-14,2014-02-03,8.01269175251471,-0.767419057716543,-9.577543744593637,True,
A10,168,P01/2013,2013-14,2013-04-01,17.20486413535295,P13/2025,2025-26,2026-03-03,15.81212408716033,17.20486413535295,-1.3927400481926195,-8.09503659683534,P13/2024,2024-25,2025-03-03,15.97752013471102,-0.16539604755068993,-1.0351797159771277,P13/2020,2020-21,2021-03-03,17.4661892372051,-1.6540651500447705,-9.470097498551151,P13/2015,2015-16,2016-03-02,16.97049354994407,-1.1583694627837406,-6.825785351349185,True,
261,168,P01/2013,2013-14,2013-04-01,11.10691416973311,P13/2025,2025-26,2026-03-03,10.207658631865362,11.10691416973311,-0.8992555378677487,-8.096358035414232,P13/2024,2024-25,2025-03-03,9.8020240910036,0.40563454086176165,4.138273249440973,P13/2020,2020-21,2021-03-03,10.4020895136244,-0.1944308817590379,-1.8691521689404529,P13/2015,2015-16,2016-03-02,10.493056064588334,-0.2853974327229718,-2.7198695114774325,True,
674,154,P01/2013,2013-14,2013-04-01,8.898591595501221,P13/2025,2025-26,2026-03-03,8.17666151657959,8.898591595501221,-0.7219300789216305,-8.112857761520488,P13/2024,2024-25,2025-03-03,8.458011101622722,-0.2813495850431309,-3.326427237594335,P12/2020,2020-21,2021-02-03,9.40273168732963,-1.2260701707500399,-13.03951034147017,P13/2015,2015-16,2016-03-02,9.639638700608716,-1.4629771840291248,-15.176680677220217,True,
202,168,P01/2013,2013-14,2013-04-01,10.314635261553727,P13/2025,2025-26,2026-03-03,9.476442645633272,10.314635261553727,-0.8381926159204554,-8.126245811567317,P13/2024,2024-25,2025-03-03,9.45671053962994,0.01973210600333175,0.20865718497611865,P13/2020,2020-21,2021-03-03,9.47549165819439,0.0009509874388822226,0.01003628595947114,P13/2015,2015-16,2016-03-02,10.637183486547077,-1.160740840913805,-10.912106972506418,True,
4,168,P01/2013,2013-14,2013-04-01,8.05099595623125,P13/2025,2025-26,2026-03-03,7.393905361963378,8.05099595623125,-0.6570905942678715,-8.161606313555549,P13/2024,2024-25,2025-03-03,7.374666055105568,0.019239306857810057,0.26088377038429367,P13/2020,2020-21,2021-03-03,8.02648236010246,-0.6325769981390819,-7.8811236324825975,P13/2015,2015-16,2016-03-02,7.383727087268567,0.010178274694810696,0.13784738485744744,True,
177,168,P01/2013,2013-14,2013-04-01,10.324128899691788,P13/2025,2025-26,2026-03-03,9.480693184422275,10.324128899691788,-0.8434357152695124,-8.169558162865362,P13/2024,2024-25,2025-03-03,9.615421310423594,-0.13472812600131867,-1.4011671631618128,P13/2020,2020-21,2021-03-03,10.964300984384,-1.4836077999617245,-13.53125750629033,P13/2015,2015-16,2016-03-02,9.6896083123525,-0.20891512793022393,-2.1560740248281753,True,
483,124,P02/2016,2016-17,2016-04-29,9.268632641993406,P13/2025,2025-26,2026-03-03,8.509111727800976,9.268632641993406,-0.7595209141924304,-8.194530342601647,P13/2024,2024-25,2025-03-03,8.407393167439162,0.10171856036181381,1.2098703883120128,P13/2020,2020-21,2021-03-03,9.37614663114751,-0.8670349033465339,-9.247241297040391,P02/2016,2016-17,2016-04-29,9.268632641993406,-0.7595209141924304,-8.194530342601647,True,
V50,9,P03/2020,2020-21,2020-05-27,8.77561797678027,P11/2021,2021-22,2022-01-06,8.05632727512032,8.77561797678027,-0.7192907016599488,-8.196467799340702,P12/2020,2020-21,2021-02-03,8.55444277101375,-0.49811549589342974,-5.822886530742437,P03/2020,2020-21,2020-05-27,8.77561797678027,-0.7192907016599488,-8.196467799340702,P03/2020,2020-21,2020-05-27,8.77561797678027,-0.7192907016599488,-8.196467799340702,True,
69,168,P01/2013,2013-14,2013-04-01,8.871152032269492,P13/2025,2025-26,2026-03-03,8.14346107858189,8.871152032269492,-0.7276909536876026,-8.20289124840349,P13/2024,2024-25,2025-03-03,8.346195837463343,-0.2027347588814532,-2.42906783916384,P13/2020,2020-21,2021-03-03,8.77974113293295,-0.6362800543510598,-7.247139120814886,P13/2015,2015-16,2016-03-02,8.082892880978797,0.060568197603092955,0.7493381205833629,True,
347,154,P01/2013,2013-14,2013-04-01,17.507615603580817,P13/2024,2024-25,2025-03-03,16.070394912699985,17.507615603580817,-1.4372206908808316,-8.209117240310428,P13/2023,2023-24,2024-03-02,15.522446300528015,0.5479486121719699,3.5300403142855825,P13/2019,2019-20,2020-03-02,14.8631647754175,1.207230137282485,8.122295322185677,P13/2014,2014-15,2015-03-03,15.798417339226928,0.2719775734730572,1.7215494921617633,True,
49,168,P01/2013,2013-14,2013-04-01,7.438465828097467,P13/2025,2025-26,2026-03-03,6.827828245354302,7.438465828097467,-0.6106375827431645,-8.209187174546004,P13/2024,2024-25,2025-03-03,7.310167922469959,-0.4823396771156565,-6.598202424776634,P13/2020,2020-21,2021-03-03,10.6585349253201,-3.8307066799657967,-35.94027421973055,P13/2015,2015-16,2016-03-02,7.331351102777153,-0.5035228574228503,-6.868077252937911,True,
N279,168,P01/2013,2013-14,2013-04-01,12.970924344915176,P13/2025,2025-26,2026-03-03,11.905981908952224,12.970924344915176,-1.0649424359629514,-8.210227795989166,P13/2024,2024-25,2025-03-03,12.2226260939317,-0.31664418497947544,-2.590639544612129,P13/2020,2020-21,2021-03-03,13.0842014520756,-1.178219543123376,-9.00490219016362,P13/2015,2015-16,2016-03-02,12.586124523959974,-0.6801426150077496,-5.403908198373332,True,
N27,168,P01/2013,2013-14,2013-04-01,12.272663608368278,P13/2025,2025-26,2026-03-03,11.264056400282415,12.272663608368278,-1.0086072080858628,-8.218323587050252,P13/2024,2024-25,2025-03-03,12.01719252321742,-0.753136122935004,-6.267155339984212,P13/2020,2020-21,2021-03-03,13.1374500973439,-1.8733936970614842,-14.259949101083496,P13/2015,2015-16,2016-03-02,12.916171236573032,-1.6521148362906164,-12.791057086735883,True,
149,168,P01/2013,2013-14,2013-04-01,7.805219940260262,P13/2025,2025-26,2026-03-03,7.163166256360573,7.805219940260262,-0.6420536838996886,-8.22595248838407,P13/2024,2024-25,2025-03-03,6.936674037825068,0.22649221853550472,3.265141439549599,P13/2020,2020-21,2021-03-03,7.16720712407175,-0.00404086771117651,-0.056379948859087245,P13/2015,2015-16,2016-03-02,7.348912560778179,-0.18574630441760576,-2.5275345553701487,True,
